"http://creativecommons.org/licenses/by/3.0/nl/","known url","*","try",
"http://creativecommons.org/licenses/by/3.0/deed.nl","known url","*","try",
"http://creativecommons.org/licenses/by/4.0/deed.nl","known url","*","try",
"http://creativecommons.org/publicdomain/mark/1.0/deed.nl","known url","*","try",
"http://creativecommons.org/publicdomain/zero/1.0/deed.nl","known url","*","try",
"http://inspire.ec.europa.eu/applicationschema","known url","*","try",
"http://inspire.ec.europa.eu/applicationschema/of","known url","*","try",
"http://inspire.ec.europa.eu/id/document/tg/ef","known url","*","try",
"http://inspire.ec.europa.eu/id/document/tg/au","known url","*","try",
"http://inspire.ec.europa.eu/id/document/tg/am","known url","*","try",
"http://data.europa.eu/eli/reg/2010/1089","known url","*","try",
"http://inspire.ec.europa.eu/id/document/tg/el","known url","*","try",
"http://inspire.ec.europa.eu/id/document/tg/hh","known url","*","try",
"http://inspire.ec.europa.eu/id/document/tg/hy","known url","*","try",
"http://inspire.ec.europa.eu/id/document/tg/of","known url","*","try",
"http://inspire.ec.europa.eu/id/document/tg/nz","known url","*","try",
"http://inspire.ec.europa.eu/id/document/tg/pf","known url","*","try",
"http://inspire.ec.europa.eu/id/document/tg/ps","known url","*","try",
"http://inspire.ec.europa.eu/id/document/tg/tn","known url","*","try",
"http://inspire.ec.europa.eu/id/document/tg/us","known url","*","try",
"http://inspire.ec.europa.eu/media-types/application/x-shapefile","known url","*","try",
"http://inspire.ec.europa.eu/metadata-codelist/ConditionsApplyingToAccessAndUse/noConditionsApply","known url","*","try",
"http://inspire.ec.europa.eu/metadata-codelist/LimitationsOnPublicAccess/INSPIRE_Directive_Article13_1f","known url","*","try",
"http://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/247a1d15-0a67-40ce-85be-1403c08f15a8","Nationale Parken (INSPIRE Geharmoniseerd)","no organisationName found in dataset record","try",
"https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/d6b85d84-cdb9-4a6e-b799-cf8826e22a94","Ligging industrie en CO2 emissies","Ministerie van Economische Zaken - GIS Competence Center","try",
"https://nationaalgeoregister.nl/geonetwork/srv/resourcesce4a6d93-83d6-4397-afa1-d4117d5ce76b","zoutvelden en zoutproductieputten onder INSPIRE","[TNO Geologische Dienst Nederland, TNO Geologische Dienst Nederland, TNO Geologische Dienst Nederland]","try",
"https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/cbeaebc3-815a-48af-a978-0e16892865fc","Vogelrichtlijn verspreidingsgebied van soorten","[Ministerie van Economische Zaken - GIS Competence Center, Wageningen Environmental Research (Alterra), PDOK, Sovon Vogelonderzoek Nederland]","try",
"http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/infoMapAccessService","Beschermde Gebieden - Cultuurhistorie (INSPIRE geharmoniseerd) WMS","[Beheer PDOK, Beheer PDOK]","try",
