"d796fd8d-b1e0-465c-a55b-1e9fe885fc3d","Grondwateronderzoek onder INSPIRE, viewservice","https://www.broinspireservices.nl/wms/osgegmw-a-v1.0?request=GetCapabilities","OGC:WMS","TNO Geologische Dienst Nederland","[info@dinoloket.nl, info@dinoloket.nl]","Nederlands metadata profiel op ISO 19119 voor services 2.0",
"7b4a0b26-5885-45cd-a99d-27887cff68e5","Kaart van de bodemopbouw in Nederland 1:50.000 onder INSPIRE , viewservice","https://www.broinspireservices.nl/wms/ossosgm-a-v1.0?request=GetCapabilities","OGC:WMS","TNO Geologische Dienst Nederland","[info@dinoloket.nl, geodesk.cgi@wur.nl]","Nederlands metadata profiel op ISO 19119 voor services 2.0",
"76342a6d-452e-4e21-b5c0-81ff7b1be90e","Bodemkundig boormonsterprofiel onder INSPIRE, downloadservice","https://www.broinspireservices.nl/wfs/ossobor-a-v1.0?request=GetCapabilities&service=WFS&version=2.0.0","null","TNO Geologische Dienst Nederland","[info@dinoloket.nl, geodesk.cgi@wur.nl]","Nederlands metadata profiel op ISO 19119 voor services 2.0",
"73286af2-d0f4-4a62-9455-86ffa45ef279","zoutvelden en zoutproductieputten onder INSPIRE, downloadservice","https://www.broinspireservices.nl/wfs/osmrspd-a-v1.0?request=GetCapabilities&service=WFS&version=2.0.0","OGC:WFS","TNO Geologische Dienst Nederland","[info@dinoloket.nl, info@dinoloket.nl]","Nederlands metadata profiel op ISO 19119 voor services 2.0",
"27430d0d-e4da-4f94-ba18-7ff01d86c19e","Olie- en gasvelden onder INSPIRE, downloadservice","https://www.broinspireservices.nl/wfs/oserhca-a-v1.0?request=GetCapabilities&service=WFS&version=2.0.0","OGC:WFS","TNO Geologische Dienst Nederland","[info@dinoloket.nl, info@dinoloket.nl]","Nederlands metadata profiel op ISO 19119 voor services 2.0",
"e5ef707f-6458-4567-8d2c-d24fe88ab5e9","zoutvelden en zoutproductieputten onder INSPIRE, viewservice","https://www.broinspireservices.nl/wms/osmrspd-a-v1.0?request=GetCapabilities","OGC:WMS","TNO Geologische Dienst Nederland","[info@dinoloket.nl, info@dinoloket.nl]","Nederlands metadata profiel op ISO 19119 voor services 2.0",
"b7880739-a701-4cc0-bb32-2bba61fa8924","Totale potentie aardwarmte uit aquifers, INSPIRE, viewservice","https://www.broinspireservices.nl/arcgis/services/inspire/inspire_awp/MapServer/WMSServer?request=GetCapabilities&service=WMS","OGC:WMS","TNO Geologische Dienst Nederland","[info@dinoloket.nl, info@dinoloket.nl]","Nederlands metadata profiel op ISO 19119 voor services 2.0",
"664862cb-d426-4ee4-97ac-14c12b903b54","Grondwatersamenstellinggegevens KRW meetronde 2012 onder INSPIRE, viewservice","https://www.broinspireservices.nl/wms/oshhgqm-a-v1.0?request=GetCapabilities","OGC:WMS","TNO Geologische Dienst Nederland","[info@dinoloket.nl, info@dinoloket.nl]","Nederlands metadata profiel op ISO 19119 voor services 2.0",
"a299a4af-ccd8-4d32-b1fb-ffab77b32e0e","Grondwateronderzoek onder INSPIRE, downloadservice","https://www.broinspireservices.nl/wfs/osgegmw-a-v1.0?request=GetCapabilities&service=WFS&version=2.0.0","OGC:WFS","TNO Geologische Dienst Nederland","[info@dinoloket.nl, info@dinoloket.nl]","Nederlands metadata profiel op ISO 19119 voor services 2.0",
"542b330b-d3c6-4617-b97f-693e5cfd1872","Vergunningen Mijnbouwwet onder INSPIRE, downloadservice","https://www.broinspireservices.nl/wfs/osamepl-a-v1.0?request=GetCapabilities&service=WFS&version=2.0.0","OGC:WFS","TNO Geologische Dienst Nederland","[info@dinoloket.nl, info@dinoloket.nl]","Nederlands metadata profiel op ISO 19119 voor services 2.0",
