"cbeaebc3-815a-48af-a978-0e16892865fc","Vogelrichtlijn verspreidingsgebied van soorten","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/cbeaebc3-815a-48af-a978-0e16892865fc","Ministerie van Economische Zaken - GIS Competence Center","[geodatabeheer.giscc@rvo.nl, GeoDesk.CGI@wur.nl, geodatabeheer.giscc@rvo.nl, beheerPDOK@kadaster.nl, ]","Nederlandse metadata profiel op ISO 19115 voor geografie 1.3"
"d6b85d84-cdb9-4a6e-b799-cf8826e22a94","Ligging industrie en CO2 emissies","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/d6b85d84-cdb9-4a6e-b799-cf8826e22a94","Ministerie van Economische Zaken - GIS Competence Center","[geodatabeheer.giscc@rvo.nl, geodatabeheer.giscc@rvo.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"3d59fd06-9aec-4744-91e7-65e119f74569","Mossel- en oesterhabitats (AS IS)","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/3d59fd06-9aec-4744-91e7-65e119f74569","Ministerie van Economische Zaken - GIS Competence Center","[geodatabeheer.giscc@rvo.nl, geodatabeheer.giscc@rvo.nl, info@wur.nl, BeheerPDOK@kadaster.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"dc5b522e-3e14-4738-9e8e-2401e1b19ef2","Potentieel koude en warmte uit open en gesloten WKO systemen (GJ/ha.jaar)","https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/dc5b522e-3e14-4738-9e8e-2401e1b19ef2","Ministerie van Economische Zaken - GIS Competence Center","[geodatabeheer.giscc@rvo.nl, geodatabeheer.giscc@rvo.nl, geodatabeheer.giscc@rvo.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"03671a9e-6aaf-464d-be99-9aad25cef9e3","Habitatrichtlijn verspreidingsgebied van habitattypen","https://ngr.acceptatie.nationaalgeoregister.nl/geonetwork/srv/resources03671a9e-6aaf-464d-be99-9aad25cef9e3","Ministerie van Economische Zaken - GIS Competence Center","[geodatabeheer.giscc@rvo.nl, , GeoDesk.CGI@wur.nl, geodatabeheer.giscc@rvo.nl, beheerPDOK@kadaster.nl, ]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"fcefa13c-44e2-4953-b6d6-1ddceebc57fc","Vogelrichtlijn verspreiding van soorten","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/fcefa13c-44e2-4953-b6d6-1ddceebc57fc","Ministerie van Economische Zaken - GIS Competence Center","[geodatabeheer.giscc@rvo.nl, GeoDesk.CGI@wur.nl, geodatabeheer.giscc@rvo.nl, beheerPDOK@kadaster.nl, ]","Nederlandse metadata profiel op ISO 19115 voor geografie 1.3"
"3387ef8a-9237-453a-aa4e-585d1e193550","Nationaal Beschermde Gebieden (CDDA) (INSPIRE geharmoniseerd)","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/3387ef8a-9237-453a-aa4e-585d1e193550","Ministerie van Economische Zaken - GIS Competence Center","[geodatabeheer.giscc@rvo.nl, geodatabeheer.giscc@rvo.nl, geodatabeheer.giscc@rvo.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"f273941e-9c3b-43bc-b886-2d50d0bf9348","Habitatrichtlijn verspreidingsgebied van soorten","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/f273941e-9c3b-43bc-b886-2d50d0bf9348","Ministerie van Economische Zaken - GIS Competence Center","[geodatabeheer.giscc@rvo.nl, GeoDesk.CGI@wur.nl, geodatabeheer.giscc@rvo.nl, beheerPDOK@kadaster.nl, , , ]","Nederlandse metadata profiel op ISO 19115 voor geografie 2.0"
"977e0e94-7aa9-4784-b2da-eaec44adb61b","Habitatrichtlijn verspreiding van habitattypen","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/977e0e94-7aa9-4784-b2da-eaec44adb61b","Ministerie van Economische Zaken - GIS Competence Center","[geodatabeheer.giscc@rvo.nl, GeoDesk.CGI@wur.nl, geodatabeheer.giscc@rvo.nl, beheerPDOK@kadaster.nl, ]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"fe0e1e5f-512f-4bb1-bbf8-4028d3dfa24f","Schelpdierpercelen","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/fe0e1e5f-512f-4bb1-bbf8-4028d3dfa24f","Ministerie van Economische Zaken - GIS Competence Center","[geodatabeheer.giscc@rvo.nl, geodatabeheer.giscc@rvo.nl, BeheerPDOK@kadaster.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
