"791adbe3-772f-42cb-a3be-5a617bcecef0","Zeegebieden (INSPIRE geharmoniseerd)","http://kadaster/9778afe6-2152-4a8f-ba32-9697625401e3","Kadaster","[PPB-GVA@kadaster.nl, kcc@kadaster.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"8f45b8ef-0ce8-463a-9059-5efdcecb785c","Vervoersnetwerken - Wegen (INSPIRE geharmoniseerd)","http://kadaster/df1a98c0-58ba-48ff-8825-b4fb6322c586","Kadaster","[PPB-GVA@kadaster.nl, kcc@kadaster.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"4b282988-cb91-4bbc-b147-f653014917cb","Hydrografie","http://kadaster/06b6c650-cdb1-11dd-ad8b-0800200c9a80","Kadaster","[PPB-GVA@kadaster.nl, kcc@kadaster.nl, kcc@kadaster.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"e536d943-ecff-4d7a-9500-cc31a263a6af","Publiekrechtelijke beperkingen","http://kadaster/e2318c58-b1e6-4621-9c77-33b8a1fd0124","Kadaster","[PPB-GVA@kadaster.nl, kcc@kadaster.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"1c3afc74-cc34-44b7-938a-963e2350795a","Hydrografie - Physical Waters (INSPIRE geharmoniseerd)","http://kadaster/70a0f618-9d4f-4be9-9d9d-11106ff6971c","Kadaster","[PPB-GVA@kadaster.nl, kcc@kadaster.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"c5c4a6d6-b850-473c-8ab5-af9c2c550809","Administratieve Eenheden","http://kadaster/06b6c650-cdb1-11dd-ad8b-0800200c9a76","Kadaster","[PPB-GVA@kadaster.nl, kcc@kadaster.nl, kcc@kadaster.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"6c06740d-058f-4a12-bb3f-bf68efd03d09","Vervoersnetwerken - Kabelbanen (INSPIRE geharmoniseerd)","http://kadaster/ed4caa3b-a49e-4a9a-8206-50a3cf451b9a","Kadaster","[PPB-GVA@kadaster.nl, kcc@kadaster.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"e80ad426-1392-4349-9f80-14dae5f1bf57","Kadastrale Percelen (INSPIRE geharmoniseerd)","http://kadaster/0f9b8c87-80a6-435f-b3b3-e07c3918d344","Kadaster","[PPB-GVA@kadaster.nl, kcc@kadaster.nl, , ]","Nederlandse metadata profiel op ISO 19115 voor geografie 2.0"
"a5f961e9-ebdd-41e2-b8e8-ab33ed340a83","Adressen (INSPIRE geharmoniseerd)","http://kadaster/1d32fc50-cd5b-4425-b0df-16c7c7940e94","Kadaster","[PPB-GVA@kadaster.nl, kcc@kadaster.nl]","Nederlandse metadata profiel op ISO 19115 voor geografie 2.0"
"a29917b9-3426-4041-a11b-69bcb2256904","Kadastrale kaart v4","no MD_DataIdentificationCitationAnchor","Kadaster","[PPB-GVA@kadaster.nl, kcc@kadaster.nl, kcc@kadaster.nl, , ]","Nederlandse metadata profiel op ISO 19115 voor geografie 1.2"
"31de946d-85d4-4c93-bb97-e25f4ef1401a","Vervoersnetwerken - Luchttransport (INSPIRE geharmoniseerd)","http://kadaster/3b7bb05b-2d2e-4329-9a72-0eac19e315de","Kadaster","[PPB-GVA@kadaster.nl, kcc@kadaster.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"1a40eb6f-4f33-4e15-a0b1-2d350ad2636e","Geografische Namen (INSPIRE geharmoniseerd)","http://kadaster/3bf3f7f3-8ac9-4203-bb95-2c932d5f0f3e","Kadaster","[PPB-GVA@kadaster.nl, kcc@kadaster.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"29c17585-e702-463f-a5dc-99d34b17d333","RDinfo","http://kadaster/06b6c650-cdb1-11dd-ad8b-0800200c9a81","Kadaster","[PPB-GVA@kadaster.nl, kcc@kadaster.nl, rd@kadaster.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"3eebf700-5abf-42e4-826c-03cfb497e366","Vervoersnetwerken","http://kadaster/06b6c650-cdb1-11dd-ad8b-0800200c9a75","Kadaster","[PPB-GVA@kadaster.nl, kcc@kadaster.nl, kcc@kadaster.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"5951efa2-1ff3-4763-a966-a2f5497679ee","Vervoersnetwerken - Waterwegen (INSPIRE geharmoniseerd)","http://kadaster/ff1d6d44-aea1-4ad5-b084-9afea143f1bf","Kadaster","[PPB-GVA@kadaster.nl, kcc@kadaster.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"81ff84ec-42a4-4481-840b-12713bbb5d38","Geografische Namen","http://kadaster/06b6c650-cdb1-11dd-ad8b-0800200c9a79","Kadaster","[PPB-GVA@kadaster.nl, kcc@kadaster.nl, kcc@kadaster.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"b4ae622c-6201-49d8-bd2e-f7fce9206a1e","Gebouwen (INSPIRE geharmoniseerd)","http://kadaster/80b2d12c-32be-54fg-b6d3—34f4ffc06cf3","Kadaster","[PPB-GVA@kadaster.nl, kcc@kadaster.nl]","Nederlandse metadata profiel op ISO 19115 voor geografie 2.0"
