"36a7e8cb-8300-4602-93d2-135943365a6f","Monitoring stations (Nitraatrichtlijn) diepe filters","https://data.rivm.nl/inspire/id#36a7e8cb-8300-4602-93d2-135943365a6f","no organisationName found in dataset record","[geodata@rivm.nl, , geodata@rivm.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"247a1d15-0a67-40ce-85be-1403c08f15a8","Nationale Parken (INSPIRE Geharmoniseerd)","http://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/247a1d15-0a67-40ce-85be-1403c08f15a8","no organisationName found in dataset record","[geodatabeheer.giscc@rvo.nl, geodatabeheer.giscc@rvo.nl, info@minlnv.nl, , , ]","Nederlandse metadata profiel op ISO 19115 voor geografie 1.3"
"f8d840bc-18df-4449-b797-b9adcb81d3ec","Emissies naar lucht en water in 2015 vanuit de industrie","https://data.rivm.nl/inspire/id#c6d62f69-7be0-4c19-a4af-d146c6a3c166","no organisationName found in dataset record","[emissieregistratie@rivm.nl, , emissieregistratie@rivm.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"d24ccb35-e9d2-41bf-b231-43083fc0c76d","LCP emissies (Richtlijn Industriële emissies) 2016","https://data.rivm.nl/inspire/id#6941b1f2-7ee6-4a1d-9cba-9071e3ca6cb3","no organisationName found in dataset record","[emissieregistratie@rivm.nl, , emissieregistratie@rivm.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"f2f86edf-ac3a-48e8-9292-0544da2d7645","Emissies naar het riool in 2015 vanuit de industrie","https://data.rivm.nl/inspire/id#64d546c9-71d4-4c84-a04c-61c5d0734f65","no organisationName found in dataset record","[emissieregistratie@rivm.nl, , emissieregistratie@rivm.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"8b0b02a0-1e1b-4cda-bcfe-6fa0f738e38f","Emissies naar het riool in 2011 vanuit de industrie","https://data.rivm.nl/inspire/id#e6ddc53d-04c4-435d-bedd-a5ace2dc0313","no organisationName found in dataset record","[emissieregistratie@rivm.nl, , emissieregistratie@rivm.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"588a4cb1-b442-4ac1-87e4-40401e353166","Jaarcijfers Landelijk Meetnet Luchtkwaliteit 2012","https://data.rivm.nl/inspire/id#b5ccab29-e2cc-4178-9f81-40c50e909754","no organisationName found in dataset record","[geodata@rivm.nl, , geodata@rivm.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"19165027-a13a-4c19-9013-ec1fd191019d","Wetlands (RAMSAR) (INSPIRE Geharmoniseerd)","http://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/19165027-a13a-4c19-9013-ec1fd191019d","no organisationName found in dataset record","[geodatabeheer.giscc@rvo.nl, geodatabeheer.giscc@rvo.nl, geodatabeheer.giscc@rvo.nl, GeoDesk.CGI@wur.nl, beheer@pdok.nl, , ]","Nederlandse metadata profiel op ISO 19115 voor geografie 1.3"
"d845cef6-0e23-4212-a951-b69763e39ef0","Windsnelheden op 100m hoogte (m/s)","https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/d845cef6-0e23-4212-a951-b69763e39ef0","no organisationName found in dataset record","[geodatabeheer.giscc@rvo.nl, geodatabeheer.giscc@rvo.nl, ]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"e1e99000-ec47-4e9f-84a5-adad24fef0dc","Natuurlijke alfa activiteitsconcentratie in lucht Nationaal Meetnet Radioactiviteit 2011","https://data.rivm.nl/inspire/id#10fcd5a9-3804-48e3-bcbd-d816594dbb6f","no organisationName found in dataset record","[geodata@rivm.nl, , geodata@rivm.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"b3f66964-a8c1-456f-9799-9cafca2cb7b1","Monitoring stations (Nitraatrichtlijn) ondiepe filters","https://data.rivm.nl/inspire/id#7247293d-2113-44d8-b335-8167b2ec4d1b","no organisationName found in dataset record","[geodata@rivm.nl, , geodata@rivm.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"3703b249-a0eb-484e-ba7a-10e31a55bcec","Invasieve Exoten (INSPIRE Geharmoniseerd)","https://www.nationaalgeoregister.nl/geonetwork/srv/api/records3703b249-a0eb-484e-ba7a-10e31a55bcec","no organisationName found in dataset record","[geodatabeheer.giscc@rvo.nl, Geodatabeheer.GISCC@rvo.nl]","Nederlandse metadata profiel op ISO 19115 voor geografie 2.0"
"08b27bf0-e34a-4b30-9eac-5edadfb6a288","Afgevoerde hoeveelheid afval in 2015 vanuit de industrie","https://data.rivm.nl/inspire/id#1de92b14-bc21-4f33-b0de-abd325e61804","no organisationName found in dataset record","[emissieregistratie@rivm.nl, , emissieregistratie@rivm.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"a04afee4-47d5-45b7-b7a0-a6f86106af11","Mosselzaadinvanginstallaties","http://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/a04afee4-47d5-45b7-b7a0-a6f86106af11","no organisationName found in dataset record","[geodatabeheer.giscc@rvo.nl, VR@minez.nl, geodatabeheer.giscc@rvo.nl, beheer@pdok.nl]","Nederlandse metadata profiel op ISO 19115 voor geografie 2.0"
"2cc2c30c-91b8-412a-a060-e84d25272581","Zones en agglomeraties (Richtlijn Luchtkwaliteit) 2013","https://data.rivm.nl/inspire/id#5cb4b489-67c8-44bc-85c5-424a80a53b3b","no organisationName found in dataset record","[geodata@rivm.nl, , geodata@rivm.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
