"b3f66964-a8c1-456f-9799-9cafca2cb7b1","Monitoring stations (Nitraatrichtlijn) ondiepe filters","no MD_DataIdentificationCitationAnchor","RIVM","["geodata@rivm.nl","geodata@rivm.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 1.3.1"
"d8f370e8-123c-4ab3-9410-04f728327ac6","Gemeten Ozon concentraties in buitenlucht.","no MD_DataIdentificationCitationAnchor","RIVM","["geodata@rivm.nl","geodata@rivm.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 1.3.1"
"2cc2c30c-91b8-412a-a060-e84d25272581","Zones en agglomeraties (Richtlijn Luchtkwaliteit) 2013","no MD_DataIdentificationCitationAnchor","RIVM","["geodata@rivm.nl","geodata@rivm.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 1.3.1"
"5800f3b0-2ea2-4231-8165-216a7b26867f","Gemeten Koolstofmonoxide concentraties in buitenlucht.","no MD_DataIdentificationCitationAnchor","RIVM","["geodata@rivm.nl","geodata@rivm.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 1.3.1"
"08b27bf0-e34a-4b30-9eac-5edadfb6a288","Afgevoerde hoeveelheid afval in 2015 vanuit de industrie","no MD_DataIdentificationCitationAnchor","RIVM","["emissieregistratie@rivm.nl","","emissieregistratie@rivm.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 1.3.1"
"af135cd8-d429-4fc7-b9e3-09e15217520d","Gemeten fijnere fractie van Fijn stof concentraties in buitenlucht.","no MD_DataIdentificationCitationAnchor","RIVM","["geodata@rivm.nl","geodata@rivm.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 1.3.1"
"b3ec8793-7747-4da0-b6c3-aa384446a586","Gemeten Fijn stof concentraties in buitenlucht.","no MD_DataIdentificationCitationAnchor","RIVM","["geodata@rivm.nl","geodata@rivm.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 1.3.1"
"f8d840bc-18df-4449-b797-b9adcb81d3ec","Emissies naar lucht en water in 2015 vanuit de industrie","no MD_DataIdentificationCitationAnchor","RIVM","["emissieregistratie@rivm.nl","emissieregistratie@rivm.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 1.3"
"d3c9efd6-fca7-49d6-92bb-5f507abece90","Gemeten Ammoniak concentraties in buitenlucht.","no MD_DataIdentificationCitationAnchor","RIVM","["geodata@rivm.nl","geodata@rivm.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 1.3.1"
"36a7e8cb-8300-4602-93d2-135943365a6f","Monitoring stations (Nitraatrichtlijn) diepe filters","no MD_DataIdentificationCitationAnchor","RIVM","["geodata@rivm.nl","geodata@rivm.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 1.3.1"
"f91c6ad6-62a5-46d0-8a5b-8a62e7a4b833","Gemeten Stikstofmonoxide concentraties in buitenlucht.","no MD_DataIdentificationCitationAnchor","RIVM","["geodata@rivm.nl","geodata@rivm.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 1.3.1"
"f2f86edf-ac3a-48e8-9292-0544da2d7645","Emissies naar het riool in 2015 vanuit de industrie","no MD_DataIdentificationCitationAnchor","RIVM","["emissieregistratie@rivm.nl","","emissieregistratie@rivm.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"500d396f-5ec6-4e4b-a151-5fb3cddd8082","Gemeten Zwaveldioxide concentraties in buitenlucht.","no MD_DataIdentificationCitationAnchor","RIVM","["geodata@rivm.nl","geodata@rivm.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 1.3.1"
"32a21114-8694-40ce-ab76-9dcd885c7861","Kwaliteit van drinkwater in Nederland (2012)","https://data.rivm.nl/inspire/id#a98a6cdb-61cd-4107-b775-2334e6772ed5","RIVM","["geodata@rivm.nl","","geodata@rivm.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"733559a5-201d-40e5-ad43-d1c7bae84d9f","Gemeten Stikstofdioxide concentraties in buitenlucht.","no MD_DataIdentificationCitationAnchor","RIVM","["geodata@rivm.nl","geodata@rivm.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 1.3.1"
"d24ccb35-e9d2-41bf-b231-43083fc0c76d","LCP emissies (Richtlijn Industriële emissies) 2016","no MD_DataIdentificationCitationAnchor","RIVM","["emissieregistratie@rivm.nl","emissieregistratie@rivm.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 1.3.1"
