"f44dac86-2228-412f-8355-e56446ca9933","Eemsmonding volgens het Eems-Dollardverdrag","https://www.nationaalgeoregister.nl/geonetwork/srv/api/recordsf44dac86-2228-412f-8355-e56446ca9933","Ministerie van Defensie, Koninklijke Marine, Dienst der Hydrografie","["data@hydro.nl","data@hydro.nl","data@hydro.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"c2225e5d-b46f-4e38-8445-ab10fd40c0dc","Blokindeling van het Nederlands Continentaal Plat volgens de Mijnbouwwet en Grensgebied volgens de Aanvullende Overeenkomst bij het Eems-Dollardverdrag","https://www.nationaalgeoregister.nl/geonetwork/srv/api/recordsc2225e5d-b46f-4e38-8445-ab10fd40c0dc","Ministerie van Defensie, Koninklijke Marine, Dienst der Hydrografie","["data@hydro.nl","data@hydro.nl","data@hydro.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"a5241416-8401-4623-be61-57ef50447a41","Maritieme grenzen - Noordzee","https://www.nationaalgeoregister.nl:443/geonetwork/srv/api/records/a5241416-8401-4623-be61-57ef50447a41","Ministerie van Defensie, Koninklijke Marine, Dienst der Hydrografie","["data@hydro.nl","data@hydro.nl","data@hydro.nl","",""]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"a322184d-6285-4856-bb78-f450b30ffc0e","Bathymetrie Nederlands deel van de Noordzee dieper dan 10 m LAT","https://ngr.acceptatie.nationaalgeoregister.nl/geonetwork/srv/resourcesa322184d-6285-4856-bb78-f450b30ffc0e","Ministerie van Defensie, Koninklijke Marine, Dienst der Hydrografie","["data@hydro.nl","data@hydro.nl","data@hydro.nl","",""]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"4cda487b-c467-490c-a843-6563fec016be","Aansluitende zone volgens UNCLOS - Noordzee","https://www.nationaalgeoregister.nl/geonetwork/srv/api/records4cda487b-c467-490c-a843-6563fec016be","Ministerie van Defensie, Koninklijke Marine, Dienst der Hydrografie","["data@hydro.nl","data@hydro.nl","data@hydro.nl","",""]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"4617f0e0-6af4-4ac0-9044-31df9d03071c","Zones volgens EU Gemeenschappelijk Visserijbeleid tot 3M en 6M","https://www.nationaalgeoregister.nl/geonetwork/srv/api/records4617f0e0-6af4-4ac0-9044-31df9d03071c","Ministerie van Defensie, Koninklijke Marine, Dienst der Hydrografie","["data@hydro.nl","data@hydro.nl","data@hydro.nl","",""]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"1249746f-c2a6-4639-98f2-251676b3528e","Maritieme grenzen - basislijn Noordzee","https://ngr.acceptatie.nationaalgeoregister.nl/geonetwork/srv/resourcesd7ab6903-1152-450b-b81d-042682dcfd03","Ministerie van Defensie, Koninklijke Marine, Dienst der Hydrografie","["data@hydro.nl","data@hydro.nl","data@hydro.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"f1d27179-36eb-4376-8048-f51d2eb23a09","Nederlands deel PSSA Waddenzee","https://www.nationaalgeoregister.nl/geonetwork/srv/api/recordsf1d27179-36eb-4376-8048-f51d2eb23a09","Ministerie van Defensie, Koninklijke Marine, Dienst der Hydrografie","["data@hydro.nl","data@hydro.nl","data@hydro.nl","",""]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"be6551de-a709-4c6d-a5e2-f63f0cf038ba","Amplitude van het getij","https://www.nationaalgeoregister.nl/geonetwork/srv/api/recordsbe6551de-a709-4c6d-a5e2-f63f0cf038ba","Ministerie van Defensie, Koninklijke Marine, Dienst der Hydrografie","["data@hydro.nl","data@hydro.nl","data@hydro.nl",""]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"e8b84fae-00b3-49c1-80c1-df8f69f64e8c","EEZ volgens UNCLOS - Noordzee","https://www.nationaalgeoregister.nl/geonetwork/srv/api/recordse8b84fae-00b3-49c1-80c1-df8f69f64e8c","Ministerie van Defensie, Koninklijke Marine, Dienst der Hydrografie","["data@hydro.nl","data@hydro.nl","data@hydro.nl","",""]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"bb11be63-bd38-4632-bf54-df44c423a529","Territoriale Zee volgens UNCLOS - Noordzee","https://www.nationaalgeoregister.nl/geonetwork/srv/api/recordsbb11be63-bd38-4632-bf54-df44c423a529","Ministerie van Defensie, Koninklijke Marine, Dienst der Hydrografie","["data@hydro.nl","data@hydro.nl","data@hydro.nl","",""]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"1c3450ea-e161-4f50-ad0e-97a36cdd1308","Geografische Namen (Nat) - Nederland","https://ngr.acceptatie.nationaalgeoregister.nl/geonetwork/srv/resources1c3450ea-e161-4f50-ad0e-97a36cdd1308","Ministerie van Defensie, Koninklijke Marine, Dienst der Hydrografie","["data@hydro.nl","data@hydro.nl","data@hydro.nl","",""]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
