"bc2c53f6-c908-4d7c-a6c0-78d9a2855640","Overstromingsgevaarkaarten","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=bc2c53f6-c908-4d7c-a6c0-78d9a2855640","Interprovinciaal Overleg","["inspire@gbo-provincies.nl","inspire@gbo-provincies.nl","inspire@gbo-provincies.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"88f76a94-ee4d-4e0c-9fde-91b692403e39","Natuurbranden","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=88f76a94-ee4d-4e0c-9fde-91b692403e39","Interprovinciaal Overleg","["inspire@gbo-provincies.nl","inspire@gbo-provincies.nl","inspire@gbo-provincies.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"2daad588-11ef-47de-9832-6fe2c3b93e6d","Overstromingsrisicokaarten","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=2daad588-11ef-47de-9832-6fe2c3b93e6d","Interprovinciaal Overleg","["inspire@gbo-provincies.nl","inspire@gbo-provincies.nl","inspire@gbo-provincies.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"fe45c540-e37d-11e4-b571-0800200c9a66","Zwemwater (provinciaal en Rijkswateren) uit Zwemwaterregister - Provincies (INSPIRE geharmoniseerd)","no MD_DataIdentificationCitationAnchor","Interprovinciaal Overleg","["inspire@gbo-provincies.nl","inspire@gbo-provincies.nl","",""]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"666554ed-5106-487d-b4bf-69fbd888a6d7","Grondwaterbeschermingsgebieden - Provincies (INSPIRE geharmoniseerd)","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=5206d67a-4f25-4be2-bbc6-93bb07803077","Interprovinciaal Overleg","["inspire@gbo-provincies.nl","inspire@gbo-provincies.nl","inspire@gbo-provincies.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"ca94a0cb-7561-4a10-a7d6-b840e56c33ff","Provinciale monumenten - Provincies (INSPIRE geharmoniseerd)","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=ca94a0cb-7561-4a10-a7d6-b840e56c33ff","Interprovinciaal Overleg","["inspire@gbo-provincies.nl","inspire@gbo-provincies.nl","inspire@gbo-provincies.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"998ba1dc-f6a6-49a3-a021-51f30d9b1d0e","Wet Ammoniak en Veehouderij gebieden - Provincies (INSPIRE geharmoniseerd)","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=0dc6d2e7-c865-4858-a794-1e756542f586","Interprovinciaal Overleg","["inspire@gbo-provincies.nl","inspire@gbo-provincies.nl","inspire@gbo-provincies.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"c7d8d77b-8c47-4309-8c58-9b12b086407f","Natuurnetwerk Nederland - Provincies (INSPIRE geharmoniseerd)","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=51f5955b-e306-4b21-8ea0-33b31c8d8bfd","Interprovinciaal Overleg","["inspire@gbo-provincies.nl","inspire@gbo-provincies.nl","inspire@gbo-provincies.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"60a2a7c2-d5b3-4ad5-b562-c448695357fb","Provinciaal Landschapsbeleid (voorheen Nationale Landschappen) - Provincies (INSPIRE geharmoniseerd)","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=9446cbf1-1f3a-4c8e-a16a-27a0621e1b62","Interprovinciaal Overleg","["inspire@gbo-provincies.nl","inspire@gbo-provincies.nl","inspire@gbo-provincies.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"41023936-009d-48ec-a90d-c966895463c1","Geluidszones rondom vliegvelden - Provincies (INSPIRE geharmoniseerd)","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=77eb9ae5-17f9-423b-b982-bfd27bfeff98","Interprovinciaal Overleg","["inspire@gbo-provincies.nl","inspire@gbo-provincies.nl","inspire@gbo-provincies.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"9986a7ef-e5e2-4a7a-9018-2e1f9631ba8c","Zwemwater (provinciaal en Rijkswateren) uit {Zwemwaterregister}","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=c829abeb-bfac-4224-8332-e7a9a89e692e","Interprovinciaal Overleg","["inspire@gbo-provincies.nl","inspire@gbo-provincies.nl","inspire@gbo-provincies.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"afc450bd-65b3-4e59-b0fb-619869bf6ada","Landelijk grondwaterregister - Faciliteiten voor productie en industrie","no MD_DataIdentificationCitationAnchor","Interprovinciaal Overleg","["inspire@gbo-provincies.nl","inspire@gbo-provincies.nl","inspire@gbo-provincies.nl","",""]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"b6ee58a1-b097-4c6d-8600-eb81efc1468c","Productie/industrie-inrichtingen (o.b.v. SBI-codes) uit {Risico Register Gevaarlijke stoffen (RRGS)}","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=b6ee58a1-b097-4c6d-8600-eb81efc1468c","Interprovinciaal Overleg","["inspire@gbo-provincies.nl","inspire@gbo-provincies.nl","inspire@gbo-provincies.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"f002bfc5-7d87-46b6-819e-8415422b65c9","Aardkundige waarden - Provincies (INSPIRE geharmoniseerd)","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=cf6fd90c-5c5e-4ae0-8e70-d378a1033f1f","Interprovinciaal Overleg","["inspire@gbo-provincies.nl","inspire@gbo-provincies.nl","inspire@gbo-provincies.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"58e7dc38-a498-4852-b4ef-908f5baa9056","Begrenzingen van vergunde ontgrondingsgebieden voor zand- en grindwinning","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=016cf591-57b0-472d-8306-021caf92b880","Interprovinciaal Overleg","["inspire@gbo-provincies.nl","inspire@gbo-provincies.nl","inspire@gbo-provincies.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
