"a7fb2234-f7b4-4a03-b282-f10947f42fb1","Kaart van de bodemopbouw in Nederland 1:50.000 onder INSPIRE","https://ngr.acceptatie.nationaalgeoregister.nl/geonetwork/srv/resourcesbbe3c19d-12b0-4912-a6f4-46eb189e85ac","TNO Geologische Dienst Nederland","["support@geologischedienst.nl","geodesk.cgi@wur.nl","support@geologischedienst.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"b61a773c-ecad-4e60-93e9-0a4caac0b52f","Olie- en gasvelden onder INSPIRE","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/xml.metadata.get?uuid=b61a773c-ecad-4e60-93e9-0a4caac0b52f","TNO Geologische Dienst Nederland","["support@geologischedienst.nl","support@geologischedienst.nl","support@geologischedienst.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"f99e915a-75e5-4c36-97f2-61eff692d85b","Grondwateronderzoek onder INSPIRE","https://nationaalgeoregister.nl/geonetwork/srv/resources7e290e63-f991-4cc3-beff-1ff08ce2be77","TNO Geologische Dienst Nederland","["support@geologischedienst.nl","support@geologischedienst.nl","support@geologischedienst.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"824c221c-fb94-11ed-be56-0242ac120002","BRO - Grondwatermonitoring in samenhang (GM)","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/xml.metadata.get?uuid=824c221c-fb94-11ed-be56-0242ac120002","TNO Geologische Dienst Nederland","["support@broservicedesk.nl","support@broservicedesk.nl","support@broservicedesk.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"6050578f-0010-4bfa-b013-c8617b80ba62","Grondwatersamenstellinggegevens KRW meetronde 2012 onder INSPIRE","https://nationaalgeoregister.nl/geonetwork/srv/resources7d716522-fa1a-43b4-99c0-3a3480f9e218","TNO Geologische Dienst Nederland","["support@geologischedienst.nl","support@geologischedienst.nl","support@geologischedienst.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"9dd9bf30-36e6-45ae-b368-bdef2720bdde","Bodemkundig boormonsterprofiel onder INSPIRE","https://nationaalgeoregister.nl/geonetwork/srv/resourcese26eb6c9-c441-43e8-8db6-aabbf11578fd","TNO Geologische Dienst Nederland","["support@geologischedienst.nl","geodesk.cgi@wur.nl","support@geologischedienst.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"11a292bd-9022-4a9f-b1bf-02f5c89ad74a","Totale potentie aardwarmte uit aquifers onder INSPIRE","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/xml.metadata.get?uuid=11a292bd-9022-4a9f-b1bf-02f5c89ad74a","TNO Geologische Dienst Nederland","["support@geologischedienst.nl","support@geologischedienst.nl","support@geologischedienst.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"fef985d0-7d26-11ed-a1eb-0242ac1200022","BRO - Grondwatermonitoring (GAR, GLD, GMN, GMW) onder INSPIRE","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/xml.metadata.get?uuid=fef985d0-7d26-11ed-a1eb-0242ac120002","TNO Geologische Dienst Nederland","["support@broservicedesk.nl","support@broservicedesk.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"b936a2a5-5420-452e-8d39-24404248315c","BRO - Grondwatermonitoringnet onder PDOK","no MD_DataIdentificationCitationAnchor","TNO Geologische Dienst Nederland","["support@broservicedesk.nl","support@broservicedesk.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 1.3.1"
"80630ee7-3a15-4ea0-bdc0-a8aebfa2f204","Oppervlaktegeologie, Geologische kaart, INSPIRE geharmoniseerd","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/xml.metadata.get?uuid=80630ee7-3a15-4ea0-bdc0-a8aebfa2f204","TNO Geologische Dienst Nederland","["support@geologischedienst.nl","support@geologischedienst.nl","support@geologischedienst.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"5eaaff8c-c9e1-47b9-a194-6ee727e8bd2d","BRO - Geotechnisch booronderzoek (BHR-GT) as-is","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?Service=CSW&Version=2.0.2&Request=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=5eaaff8c-c9e1-47b9-a194-6ee727e8bd2d","TNO Geologische Dienst Nederland","["support@broservicedesk.nl","support@broservicedesk.nl","beheerpdok@kadaster.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"e3b0da1e-0664-4025-b3f5-a54d74a26450","Zoutvelden en zoutproductieputten onder INSPIRE","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/xml.metadata.get?uuid=e3b0da1e-0664-4025-b3f5-a54d74a26450","TNO Geologische Dienst Nederland","["support@geologischedienst.nl","support@geologischedienst.nl","support@geologischedienst.nl"]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
