"2fdb7b4e-a991-402e-813a-2cd66d5bff60","Stikstofdioxide (NO2) Grootschalige concentratiekaarten Nederland (INSPIRE as-is WMS)","https://data.rivm.nl/geo/gcn/wms?request=GetCapabilities","OGC:WMS","Rijksinstituut voor Volksgezondheid en Milieu","info@rivm.nl,info@rivm.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://rivmdata.rivm.nl/meta/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=c10eba83-2e19-4ff8-8605-b48eaa146fa9#MD_DataIdentification","c10eba83-2e19-4ff8-8605-b48eaa146fa9","view"
"7dc30aed-0940-4e69-b34c-9f24b34078eb","Emissies naar lucht en water in 2015 vanuit de industrie (WMS)","https://data.rivm.nl/geo/wms?request=GetCapabilities","OGC:WMS","Rijksinstituut voor Volksgezondheid en Milieu","emissieregistratie@rivm.nl,emissieregistratie@rivm.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","http://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=f8d840bc-18df-4449-b797-b9adcb81d3ec#MD_DataIdentification","f8d840bc-18df-4449-b797-b9adcb81d3ec","view"
"777f41ee-8269-4bbc-b0e4-f889c62be099","Afgevoerde hoeveelheid afval in 2011 vanuit de industrie (WMS)","https://data.rivm.nl/geo/wms?request=GetCapabilities","OGC:WMS","Rijksinstituut voor Volksgezondheid en Milieu","emissieregistratie@rivm.nl,emissieregistratie@rivm.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","http://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=50a2c5e6-c8e7-425d-854e-26f578196bc9#MD_DataIdentification","50a2c5e6-c8e7-425d-854e-26f578196bc9","view"
"eeb2cd0d-93ed-4e64-8e0d-170136e0f42c","Emissies naar het riool vanuit de industrie (2019 - heden) (WMS) (INSPIRE)","https://data.rivm.nl/geo/inspire/wms?request=GetCapabilities","OGC:WMS","Rijksinstituut voor Volksgezondheid en Milieu","emissieregistratie@rivm.nl,emissieregistratie@rivm.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://data.rivm.nl/meta/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=a90027f8-7323-45d6-86a7-9374d0de05bf#MD_DataIdentification","a90027f8-7323-45d6-86a7-9374d0de05bf","view"
"752bb2a3-5b20-43f8-88a0-9f16ce3bfd2c","Fijnstof (PM2.5) Grootschalige concentratiekaarten Nederland (INSPIRE as-is WMS)","https://data.rivm.nl/geo/gcn/wms?request=GetCapabilities","OGC:WMS","Rijksinstituut voor Volksgezondheid en Milieu","info@rivm.nl,info@rivm.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://rivmdata.rivm.nl/meta/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=2f15feed-8b8f-43d4-87ef-aa7d6831f5ca#MD_DataIdentification","2f15feed-8b8f-43d4-87ef-aa7d6831f5ca","view"
"cd370f58-0e54-48d6-b83b-ccd332bfb7c7","Emissies naar lucht en water in 2011 vanuit de industrie (WMS)","https://data.rivm.nl/geo/wms?request=GetCapabilities","OGC:WMS","Rijksinstituut voor Volksgezondheid en Milieu","emissieregistratie@rivm.nl,emissieregistratie@rivm.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","http://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=ad6caa40-89ab-47e3-85ab-3f8e32024a71#MD_DataIdentification","ad6caa40-89ab-47e3-85ab-3f8e32024a71","view"
"745968a3-37af-4406-988e-ec595f58c7fe","LCP emissies (Richtlijn Industriële emissies) 2016 (WMS)","https://data.rivm.nl/geo/inspire/wms?request=GetCapabilities","OGC:WMS","Rijksinstituut voor Volksgezondheid en Milieu","emissieregistratie@rivm.nl,emissieregistratie@rivm@rivm.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","http://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=d24ccb35-e9d2-41bf-b231-43083fc0c76d#MD_DataIdentification","d24ccb35-e9d2-41bf-b231-43083fc0c76d","view"
"ac8376a7-44d5-48cf-a7de-a13cd45192f1","Zwaveldioxide (SO2) Grootschalige concentratiekaarten Nederland (INSPIRE as-is WMS)","https://data.rivm.nl/geo/gcn/wms?request=GetCapabilities","OGC:WMS","Rijksinstituut voor Volksgezondheid en Milieu","info@rivm.nl,info@rivm.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://rivmdata.rivm.nl/meta/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=59281231-d77a-4fa2-ab28-882fe0a4c4cc#MD_DataIdentification","59281231-d77a-4fa2-ab28-882fe0a4c4cc","view"
"d62bad09-e0b6-4900-b7ed-d6de04e71216","Fijnstof (PM10) Grootschalige concentratiekaarten Nederland (INSPIRE as-is WMS)","https://data.rivm.nl/geo/gcn/wms?request=GetCapabilities","OGC:WMS","Rijksinstituut voor Volksgezondheid en Milieu","info@rivm.nl,info@rivm.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://data.rivm.nl/meta/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=7ea591c5-5bd4-4de3-be67-b982724d4498#MD_DataIdentification","7ea591c5-5bd4-4de3-be67-b982724d4498","view"
"1229f66c-7536-46ee-8bc3-7736f4afcea2","LCP emissies (2019 - heden) (WMS) (INSPIRE)","https://data.rivm.nl/geo/inspire/wms?request=GetCapabilities","OGC:WMS","Rijksinstituut voor Volksgezondheid en Milieu","emissieregistratie@rivm.nl,emissieregistratie@rivm.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://data.rivm.nl/meta/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=9b63289b-8ec1-4bf7-8885-bb5f9815336f#MD_DataIdentification","9b63289b-8ec1-4bf7-8885-bb5f9815336f","view"
