"cd370f58-0e54-48d6-b83b-ccd332bfb7c7","Emissies naar lucht en water in 2011 vanuit de industrie (WMS)","https://inspire.rivm.nl/geoserver/wms?request=GetCapabilities","null","no organisationName found in dataset record","[emissieregistratie@rivm.nl, emissieregistratie@rivm.nl]","Nederlands metadata profiel op ISO 19119 voor services 2.0","http://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=ad6caa40-89ab-47e3-85ab-3f8e32024a71#MD_DataIdentification","ad6caa40-89ab-47e3-85ab-3f8e32024a71",
"7dc30aed-0940-4e69-b34c-9f24b34078eb","Emissies naar lucht en water in 2015 vanuit de industrie (WMS)","https://inspire.rivm.nl/geoserver/wms?request=GetCapabilities","null","no organisationName found in dataset record","[emissieregistratie@rivm.nl, emissieregistratie@rivm.nl]","Nederlands metadata profiel op ISO 19119 voor services 2.0","http://www.nationaalgeoregister.nl/geonetwork/srv/en/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=f8d840bc-18df-4449-b797-b9adcb81d3ec#MD_DataIdentification","f8d840bc-18df-4449-b797-b9adcb81d3ec",
"108fec55-e467-4d04-ab35-fd0d7060e3e2","Richtlijn Stedelijk Afvalwater EU2015 WMS","[https://geodata.nationaalgeoregister.nl/rws/richtlijnstedelijkafvalwater2015/wms/v1_0?request=GetCapabilities&service=WMS, https://geodata.nationaalgeoregister.nl/rws/richtlijnstedelijkafvalwater2015/wms/v1_0?request=GetCapabilities&service=WMS, https://geodata.nationaalgeoregister.nl/rws/richtlijnstedelijkafvalwater2015/wms/v1_0?request=GetCapabilities&service=WMS]","null","no organisationName found in dataset record","[beheerPDOK@kadaster.nl, beheerPDOK@kadaster.nl]","Nederlands metadata profiel op ISO 19119 voor services 2.0","[https://www.nationaalgeoregister.nl:443/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=uwwtd-9d8e-4758-83fa-28b057f185e1#MD_DataIdentification, https://www.nationaalgeoregister.nl:443/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=uwwtd-9d8e-4758-83fa-28b057f185e2#MD_DataIdentification, https://www.nationaalgeoregister.nl:443/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=uwwtd-9d8e-4758-83fa-28b057f185e3#MD_DataIdentification]","uwwtd-9d8e-4758-83fa-28b057f185e1",
"777f41ee-8269-4bbc-b0e4-f889c62be099","Afgevoerde hoeveelheid afval in 2011 vanuit de industrie (WMS)","https://inspire.rivm.nl/geoserver/wms?request=GetCapabilities","null","no organisationName found in dataset record","[emissieregistratie@rivm.nl, emissieregistratie@rivm.nl]","Nederlands metadata profiel op ISO 19119 voor services 2.0","http://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=50a2c5e6-c8e7-425d-854e-26f578196bc9#MD_DataIdentification","50a2c5e6-c8e7-425d-854e-26f578196bc9",
"93a9571d-1754-47ee-a8f9-92633abfab3a","Spreiding van soorten - Invasieve Exoten WFS V1","https://geodata.nationaalgeoregister.nl/rvo/invasieve-exoten/wfs/v1_0?request=GetCapabilities&service=WFS","null","no organisationName found in dataset record","[beheerpdok@kadaster.nl, beheerpdok@kadaster.nl]","Nederlands metadata profiel op ISO 19119 voor services 2.0","https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&ID=3703b249-a0eb-484e-ba7a-10e31a55bcec&OUTPUTSCHEMA=http://www.isotc211.org/2005/gmd&ELEMENTSETNAME=full#MD_DataIdentification","tps://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&ID=3703b249-a0eb-484e-ba7a-10e31a55bcec&OUTPUTSCHEMA=http://www.isotc211.org/2005/gmd&ELEMENTSETNAME=full",
"f61eec5c-cb91-40b6-ad35-9bca967006cc","Jaarcijfers Landelijk Meetnet Luchtkwaliteit 2012 (WMS)","https://inspire.rivm.nl/geoserver/wms?request=GetCapabilities","null","no organisationName found in dataset record","[geodata@rivm.nl, geodata@rivm.nl]","Nederlands metadata profiel op ISO 19119 voor services 2.0","http://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=588a4cb1-b442-4ac1-87e4-40401e353166#MD_DataIdentification","588a4cb1-b442-4ac1-87e4-40401e353166",
"280cee65-1b66-4973-a569-75122e0b745b","Richtlijn Stedelijk Afvalwater EU2015 WFS","[https://geodata.nationaalgeoregister.nl/rws/richtlijnstedelijkafvalwater2015/wfs/v1_0?request=GetCapabilities&service=WFS, https://geodata.nationaalgeoregister.nl/rws/richtlijnstedelijkafvalwater2015/wfs/v1_0?request=GetCapabilities&service=WFS, https://geodata.nationaalgeoregister.nl/rws/richtlijnstedelijkafvalwater2015/wfs/v1_0?request=GetCapabilities&service=WFS]","null","no organisationName found in dataset record","[beheerPDOK@kadaster.nl, beheerPDOK@kadaster.nl]","Nederlands metadata profiel op ISO 19119 voor services 2.0","[https://www.nationaalgeoregister.nl:443/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=uwwtd-9d8e-4758-83fa-28b057f185e3#MD_DataIdentification, https://www.nationaalgeoregister.nl:443/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=uwwtd-9d8e-4758-83fa-28b057f185e2#MD_DataIdentification, https://www.nationaalgeoregister.nl:443/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=uwwtd-9d8e-4758-83fa-28b057f185e1#MD_DataIdentification]","uwwtd-9d8e-4758-83fa-28b057f185e3",
"0426f471-f325-42ed-a775-81c397592e86","Omgevingsdosisequivalenttempo Nationaal Meetnet Radioactiviteit 2011 (WMS)","https://inspire.rivm.nl/geoserver/wms?request=GetCapabilities","null","no organisationName found in dataset record","[geodata@rivm.nl, geodata@rivm.nl]","Nederlands metadata profiel op ISO 19119 voor services 2.0","http://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=8a4f5c3b-aced-48fd-afb5-f1f1d0ef21d6#MD_DataIdentification","8a4f5c3b-aced-48fd-afb5-f1f1d0ef21d6",
"bd14098b-44e6-47e5-959d-f40dda65da5a","Ziekenhuizen in Nederland (september 2013) (WMS)","https://inspire.rivm.nl/geoserver/wms?request=GetCapabilities","null","no organisationName found in dataset record","[atlas@rivm.nl, geodata@rivm.nl]","Nederlands metadata profiel op ISO 19119 voor services 2.0","http://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=d9baa847-4652-4588-abe1-0b050f40f27f#MD_DataIdentification","d9baa847-4652-4588-abe1-0b050f40f27f",
"23aa5150-fcc7-46ea-ae63-a7f198d8bc18","Zones en agglomeraties (Richtlijn Luchtkwaliteit) 2013 (WMS)","https://inspire.rivm.nl/geoserver/airq/wms?request=GetCapabilities","null","no organisationName found in dataset record","[geodata@rivm.nl, geodata@rivm.nl]","Nederlands metadata profiel op ISO 19119 voor services 2.0","http://www.nationaalgeoregister.nl/geonetwork/srv/en/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=2cc2c30c-91b8-412a-a060-e84d25272581#MD_DataIdentification","2cc2c30c-91b8-412a-a060-e84d25272581",
